DateDay	Financial Crisis_unscaled	Depression_unscaled	Bailout_unscaled	Mortgage Crisis_unscaled	Wall Street_unscaled	Oil_unscaled	Stock Market_unscaled	Subprime_unscaled	loan_unscaled	core inflation_unscaled	debt_unscaled	Brent_unscaled	WTI_unscaled	metals_unscaled	inflation_unscaled	economics_unscaled	stocks_unscaled	gold_unscaled	silver_unscaled	S&P 500_unscaled
2018-06-27	11	61	15	0	71	88	70	59	95	0	100	81	39	64	68	79	91	82	85	80
2018-06-28	67	63	22	0	76	90	77	40	92	0	90	81	48	58	69	72	73	85	87	65
2018-06-29	46	53	31	54	79	89	61	41	100	0	77	74	83	77	81	47	78	81	88	80
2018-07-02	73	81	5	35	54	88	76	16	90	0	71	67	57	71	59	84	65	69	72	65
2018-07-03	45	81	11	0	49	87	100	16	91	0	75	52	54	73	70	65	62	69	76	58
2018-07-05	62	85	3	0	55	83	60	34	79	53	66	70	44	83	68	72	61	68	75	60
2018-07-06	59	77	5	0	100	86	89	48	76	0	73	66	41	67	69	77	86	69	76	69
2018-07-09	0	87	13	0	48	86	64	94	94	0	68	80	46	86	60	91	71	70	72	66
2018-07-10	42	80	8	34	52	85	80	31	90	95	69	83	72	73	48	98	72	70	70	82
2018-07-11	14	84	5	100	55	89	69	15	85	0	76	62	88	84	70	100	68	70	75	71
2018-07-12	15	85	14	0	48	85	67	33	92	0	100	59	49	70	65	73	76	72	75	63
2018-07-13	61	72	3	37	44	90	65	100	89	0	64	72	67	83	97	72	79	74	79	79
2018-07-16	73	83	5	0	53	89	63	48	94	0	73	82	41	98	66	94	81	74	75	58
2018-07-17	72	87	8	71	72	88	72	80	92	50	73	73	59	100	81	81	80	75	77	73
2018-07-18	59	100	19	72	59	83	60	81	90	0	84	100	54	74	56	77	78	72	76	82
2018-07-19	75	87	8	0	55	88	71	98	82	0	67	67	54	96	61	77	68	74	75	61
2018-07-20	30	71	8	0	53	88	57	16	81	0	75	72	30	74	71	55	66	75	77	67
2018-07-23	44	88	5	36	49	92	55	32	91	100	77	73	100	65	61	89	70	79	80	57
2018-07-24	100	78	21	0	49	88	60	63	89	0	83	88	81	64	87	79	79	80	78	86
2018-07-25	58	82	100	0	48	82	65	47	86	0	84	79	41	67	74	56	79	77	80	69
2018-07-26	44	87	46	0	66	85	98	49	87	0	77	81	82	94	100	84	98	77	74	100
2018-07-27	60	84	38	37	50	90	93	66	86	0	77	81	73	64	72	83	100	73	83	80
2018-07-30	44	86	11	0	63	86	78	64	100	0	90	78	47	90	66	74	84	77	76	81
2018-07-31	72	92	16	35	50	87	80	64	92	49	82	61	40	77	73	98	85	75	78	92
2018-08-01	56	92	38	34	60	90	82	50	93	50	100	50	100	66	72	43	87	87	89	79
2018-08-02	66	99	38	0	54	92	78	100	93	0	87	63	82	77	79	39	91	85	93	74
2018-08-03	23	85	0	0	64	90	84	17	80	50	86	52	51	83	77	44	81	86	95	69
2018-08-06	57	89	77	0	52	92	78	68	100	50	78	62	17	76	84	47	64	86	89	62
2018-08-07	89	89	13	34	54	89	79	17	90	0	98	69	66	67	59	32	91	86	89	96
2018-08-08	22	87	51	34	59	90	81	34	89	0	90	100	83	67	60	41	87	84	84	85
2018-08-09	45	84	64	34	48	89	74	0	87	0	76	67	50	75	68	39	86	86	89	68
2018-08-10	46	75	39	0	45	89	76	69	86	50	76	52	59	69	80	42	79	84	88	76
2018-08-13	67	92	13	68	54	91	66	68	98	0	88	57	83	85	79	41	64	86	87	71
2018-08-14	100	91	25	34	50	91	75	84	95	0	80	59	91	100	86	43	76	90	88	88
2018-08-15	56	90	64	0	100	91	100	34	89	50	84	46	76	78	72	49	94	90	93	95
2018-08-16	57	87	52	0	56	93	89	0	86	50	85	64	84	98	75	48	77	90	90	77
2018-08-17	79	73	13	69	44	87	80	17	89	0	83	48	42	87	76	53	89	91	85	96
2018-08-20	34	83	52	0	55	88	70	52	89	0	85	59	68	96	92	62	72	90	90	78
2018-08-21	33	88	38	34	55	85	74	51	88	0	96	53	75	85	67	68	88	87	83	100
2018-08-22	45	87	26	34	57	88	81	85	84	100	83	61	59	87	81	70	89	81	80	73
2018-08-23	34	85	13	34	57	91	77	34	83	0	80	57	59	85	67	72	86	84	85	91
2018-08-24	69	73	53	0	64	88	74	17	81	0	78	55	86	84	91	65	88	80	87	62
2018-08-27	33	89	75	34	51	87	85	34	88	0	77	58	66	98	100	84	86	85	89	80
2018-08-28	66	97	100	100	54	85	97	17	81	0	85	50	82	92	84	87	100	87	85	84
2018-08-29	65	89	74	0	62	86	85	17	82	0	82	58	49	95	82	89	95	82	85	84
2018-08-30	67	100	25	34	69	84	83	33	78	49	87	59	50	96	84	100	94	82	81	82
2018-08-31	45	71	26	34	49	89	85	17	83	0	67	84	85	62	94	76	83	81	83	50
2018-09-04	50	80	51	0	93	86	93	37	96	81	66	51	100	75	84	90	85	84	85	68
2018-09-05	50	79	51	0	91	89	97	37	96	0	86	51	54	88	85	89	100	84	81	70
2018-09-06	35	76	25	0	97	85	88	73	90	0	89	46	46	78	96	94	88	77	84	67
2018-09-07	25	66	39	0	79	87	88	37	90	81	78	57	31	71	68	78	70	80	81	60
2018-09-10	39	85	100	20	88	87	85	24	90	79	82	44	30	87	92	89	63	85	83	63
2018-09-11	49	92	38	20	80	86	70	24	93	0	97	45	60	84	87	100	65	75	79	64
2018-09-12	39	89	75	20	93	86	69	36	89	0	94	42	68	82	70	94	78	81	80	67
2018-09-13	100	93	76	20	86	86	72	86	81	80	84	44	53	80	94	82	72	79	81	72
2018-09-14	51	84	78	42	66	86	75	37	90	0	77	45	31	74	74	73	64	80	82	70
2018-09-17	60	99	0	20	91	87	83	37	97	0	90	51	38	99	86	90	60	84	83	71
2018-09-18	59	92	25	100	81	90	86	36	100	0	90	46	30	90	65	84	75	84	81	68
2018-09-19	45	86	64	0	100	90	83	75	96	0	98	41	55	95	67	88	86	83	82	57
2018-09-20	35	88	51	0	79	89	100	49	93	82	89	44	31	97	64	98	89	84	83	90
2018-09-21	21	80	53	21	71	89	96	25	96	0	81	46	55	87	95	75	82	84	86	100
2018-09-24	30	91	38	20	88	92	78	12	93	0	81	49	46	90	100	91	71	88	86	79
2018-09-25	35	91	38	20	79	85	83	24	95	0	83	82	91	100	85	98	69	87	86	76
2018-09-26	30	100	38	40	92	87	79	73	91	0	100	70	54	97	96	82	72	81	84	66
2018-09-27	31	85	65	0	87	85	68	100	84	0	84	100	93	99	90	83	64	83	81	64
2018-09-28	21	83	52	21	99	89	78	12	87	84	81	73	87	82	69	69	63	81	83	59
2018-10-01	35	88	100	33	71	88	24	47	94	0	82	100	51	95	84	96	79	91	91	38
2018-10-02	42	90	46	0	74	91	23	35	89	0	90	90	100	74	78	91	85	92	85	48
2018-10-03	28	89	46	0	58	87	24	24	86	0	81	79	89	88	89	87	76	85	86	44
2018-10-04	84	89	46	0	68	87	31	0	94	86	86	96	58	82	89	87	74	94	94	45
2018-10-05	58	75	29	68	100	90	31	49	89	0	72	69	72	69	78	76	72	91	92	41
2018-10-08	14	83	93	33	70	92	38	36	87	87	79	85	51	85	84	78	67	94	92	44
2018-10-09	42	86	64	33	72	91	25	47	89	0	84	70	38	91	80	100	65	90	84	43
2018-10-10	56	87	65	33	62	85	63	48	87	0	88	72	45	81	79	80	90	84	90	75
2018-10-11	78	100	28	34	76	90	100	48	87	0	83	78	45	77	91	80	100	90	85	100
2018-10-12	37	89	58	35	64	90	75	38	84	0	74	70	68	72	56	78	84	92	95	79
2018-10-15	57	90	84	0	68	96	36	60	98	0	84	68	64	76	82	99	79	92	93	66
2018-10-16	28	100	28	67	80	92	34	60	97	86	87	81	51	86	89	87	89	85	90	63
2018-10-17	99	94	37	100	63	89	34	24	87	87	98	79	58	86	91	92	87	82	88	51
2018-10-18	43	92	38	34	54	91	31	61	86	87	100	72	52	83	74	88	75	86	93	59
2018-10-19	30	85	39	0	70	90	31	25	84	0	80	77	54	73	59	61	70	88	91	52
2018-10-22	36	91	19	34	64	95	28	24	100	0	92	79	58	89	84	91	74	83	87	56
2018-10-23	56	89	19	33	71	94	41	36	87	0	97	78	39	97	95	96	79	88	92	63
2018-10-24	41	93	18	96	68	85	50	58	89	0	95	79	68	89	72	91	77	83	89	70
2018-10-25	14	97	67	34	79	86	54	24	84	0	89	80	71	87	100	87	82	86	88	64
2018-10-26	45	80	29	0	70	88	49	50	83	0	81	97	34	67	82	66	62	86	91	79
2018-10-29	42	98	9	66	69	89	44	71	91	0	96	82	57	81	79	91	78	85	89	66
2018-10-30	100	100	56	0	83	86	44	36	87	0	86	74	45	100	70	98	74	92	87	69
2018-10-31	37	94	38	69	68	83	37	25	87	0	83	69	40	94	69	95	72	85	85	59
2018-11-01	63	84	6	0	49	82	69	68	91	0	96	37	33	92	94	93	95	73	79	72
2018-11-02	13	81	4	29	51	83	64	39	93	0	98	42	54	78	62	68	84	74	84	76
2018-11-05	36	93	5	0	50	84	53	47	93	0	97	76	12	93	66	95	83	84	89	65
2018-11-06	38	87	7	0	60	81	57	100	87	0	100	100	43	89	88	86	82	78	90	63
2018-11-07	17	79	13	25	49	76	64	56	81	39	95	45	58	75	76	76	91	66	88	68
2018-11-08	64	92	5	57	46	87	60	62	92	44	93	42	35	100	97	100	89	74	83	77
2018-11-09	40	80	6	0	57	86	55	26	88	46	93	47	59	93	66	66	67	76	83	76
2018-11-12	85	81	9	87	62	92	90	63	88	45	88	39	44	78	82	79	76	81	84	63
2018-11-13	45	89	5	28	56	88	77	38	93	0	96	46	100	98	75	87	82	83	85	73
2018-11-14	73	94	6	29	100	84	59	0	89	0	89	48	76	95	100	85	82	77	83	66
2018-11-15	71	92	5	85	58	86	61	77	86	0	90	41	66	77	86	82	76	73	84	69
2018-11-16	34	76	8	30	51	86	44	13	89	0	94	29	55	84	65	63	78	74	84	63
2018-11-19	60	91	4	59	59	92	68	65	91	0	83	38	60	80	65	73	81	81	85	59
2018-11-20	0	76	15	0	53	88	100	65	83	0	78	33	50	72	75	57	93	84	89	100
2018-11-21	29	69	10	32	48	99	91	70	84	0	69	34	53	58	78	31	86	82	90	75
2018-11-23	29	58	2	0	46	90	64	29	66	100	48	24	69	40	46	31	46	91	97	29
2018-11-26	43	85	24	0	51	84	63	36	90	0	87	30	95	82	81	74	61	88	91	57
2018-11-27	100	97	55	83	51	83	52	85	95	43	95	40	47	85	75	78	64	86	88	70
2018-11-28	32	100	100	85	53	90	54	37	100	44	88	44	70	88	87	91	81	83	86	76
2018-11-29	39	97	37	0	56	88	62	63	96	45	97	41	66	95	67	83	100	85	91	62
2018-11-30	32	91	22	28	44	85	55	61	94	88	98	32	35	92	87	81	84	81	86	63
2018-12-03	39	89	51	33	75	83	34	99	91	99	81	86	41	89	92	77	60	84	84	50
2018-12-04	78	100	56	33	72	82	42	33	88	0	93	67	74	93	91	95	71	83	82	49
2018-12-06	45	94	63	68	75	81	58	90	87	51	97	64	59	100	89	83	61	83	76	70
2018-12-07	41	80	54	0	100	83	48	12	78	0	85	53	51	71	100	73	66	86	83	52
2018-12-10	78	80	40	100	68	83	43	33	82	50	80	69	42	68	83	85	59	80	80	55
2018-12-11	80	88	29	68	62	89	37	80	92	51	77	73	17	82	96	100	53	85	85	52
2018-12-12	64	84	18	0	69	82	29	46	90	51	76	80	47	95	91	92	59	84	81	59
2018-12-13	86	83	12	0	71	83	30	57	97	0	81	82	59	92	67	82	58	82	82	46
2018-12-14	100	75	17	33	67	84	30	44	92	50	76	82	49	73	77	69	52	86	81	51
2018-12-17	37	84	21	0	72	82	39	31	92	0	71	72	39	87	86	75	59	89	85	60
2018-12-18	33	77	45	33	72	93	48	22	93	100	88	85	87	87	89	83	90	87	85	73
2018-12-19	42	81	12	36	74	88	48	24	90	0	77	74	93	81	76	73	100	81	88	68
2018-12-20	54	74	24	71	73	86	65	12	85	0	77	73	89	65	68	66	75	83	84	82
2018-12-21	44	62	19	37	85	88	76	25	90	0	71	65	47	43	69	28	82	89	89	83
2018-12-24	21	53	22	0	60	84	100	0	62	0	40	77	79	33	63	26	74	85	85	81
2018-12-26	27	59	41	0	67	96	81	53	76	0	67	85	100	51	52	29	81	100	100	100
2018-12-27	19	56	25	0	65	100	83	25	90	0	70	71	46	46	64	33	84	90	91	100
2018-12-28	25	56	25	0	75	94	59	49	100	55	70	77	64	50	66	32	79	87	93	72
2018-12-31	25	61	0	38	67	90	56	13	78	57	63	80	33	40	52	23	58	86	89	47
2019-01-02	27	78	56	45	52	85	77	72	78	0	71	53	79	61	55	54	89	89	89	81
2019-01-03	27	78	89	0	53	88	100	17	92	0	90	58	72	68	59	41	100	85	90	100
2019-01-04	36	66	23	0	48	89	95	35	100	0	100	65	39	76	73	49	95	94	100	86
2019-01-07	17	84	53	0	46	84	64	50	84	0	78	59	63	78	51	79	98	84	84	64
2019-01-08	34	88	53	42	51	84	71	33	82	0	78	100	68	84	66	76	90	84	80	56
2019-01-09	51	78	53	0	59	81	67	34	87	0	88	54	51	88	75	71	95	82	85	70
2019-01-10	51	85	53	42	100	83	70	50	90	0	89	56	100	72	73	95	84	86	84	66
2019-01-11	35	80	11	44	59	85	62	0	81	35	78	47	65	76	56	77	90	84	88	60
2019-01-14	68	87	43	85	46	83	56	17	81	0	76	45	64	78	61	100	78	89	82	47
2019-01-15	25	94	11	0	50	83	50	33	84	0	78	56	50	77	71	94	95	79	84	67
2019-01-16	33	100	10	0	51	84	61	65	82	0	75	42	32	88	75	86	88	82	75	73
2019-01-17	33	99	52	83	50	83	55	66	92	0	89	45	50	100	56	98	86	83	84	58
2019-01-18	43	82	11	85	48	85	58	100	87	34	82	50	42	67	68	72	89	85	87	60
2019-01-22	75	93	52	0	49	84	62	0	82	0	84	44	18	76	70	91	79	84	82	62
2019-01-23	42	91	10	41	55	80	53	66	81	0	94	45	45	86	68	91	91	78	84	61
2019-01-24	100	92	42	42	49	81	53	81	87	0	81	37	53	78	78	89	83	86	79	50
2019-01-25	35	82	43	0	54	83	45	51	84	0	82	44	46	81	61	92	87	80	83	46
2019-01-28	58	93	42	0	54	85	45	49	81	0	79	49	67	76	67	97	79	82	79	54
2019-01-29	33	94	42	0	57	85	46	16	87	0	89	54	49	72	100	93	81	82	80	54
2019-01-30	58	82	21	41	50	78	49	16	80	100	77	48	36	87	57	92	90	86	79	59
2019-01-31	17	98	42	42	54	82	55	65	81	0	77	52	32	86	70	84	92	80	79	62
2019-02-01	99	72	37	42	78	86	87	21	97	0	59	100	40	78	73	83	98	89	83	99
2019-02-04	60	81	35	40	83	80	73	58	89	0	54	79	68	90	82	81	80	83	76	77
2019-02-05	100	87	12	42	96	81	84	41	94	0	67	82	35	87	88	91	95	89	89	89
2019-02-06	37	84	36	83	88	85	81	20	93	0	66	89	40	91	77	84	92	85	83	77
2019-02-07	48	99	36	41	92	86	79	79	100	0	70	89	62	88	92	100	90	87	85	61
2019-02-08	50	82	25	0	83	87	74	41	94	51	60	86	29	76	82	79	93	85	84	78
2019-02-11	71	83	35	40	92	81	61	77	89	0	61	81	39	100	80	70	84	89	85	69
2019-02-12	86	88	24	83	75	80	81	20	97	0	69	69	80	84	90	83	94	87	80	92
2019-02-13	73	100	48	41	91	78	82	80	91	100	100	75	86	93	91	90	100	85	82	100
2019-02-14	50	84	74	0	78	76	70	61	89	0	75	70	12	82	82	71	87	85	85	76
2019-02-15	39	81	39	44	70	78	80	85	93	53	74	97	42	64	82	72	91	83	89	87
2019-02-19	62	88	37	0	100	82	85	60	96	0	71	73	64	83	80	71	82	84	89	78
2019-02-20	75	84	86	0	82	81	66	41	93	0	75	85	59	80	89	81	81	86	89	87
2019-02-21	61	85	61	83	83	80	73	100	92	0	67	83	40	83	80	82	93	85	88	81
2019-02-22	38	77	100	43	77	80	75	83	98	0	66	72	41	65	80	80	86	85	88	91
2019-02-25	60	87	47	0	75	78	70	39	87	0	70	86	50	79	83	71	96	87	84	81
2019-02-26	62	95	0	0	87	84	76	81	95	0	73	77	74	96	100	86	95	88	88	94
2019-02-27	72	87	35	0	81	81	73	78	96	48	65	92	100	92	92	85	96	90	82	79
2019-02-28	75	90	25	42	95	81	74	82	93	0	64	81	81	84	68	83	92	85	85	75
2019-03-01	28	74	58	60	49	78	77	100	95	0	78	66	55	77	54	75	78	82	84	77
2019-03-04	14	84	87	40	66	79	85	55	82	0	84	81	48	70	68	83	80	78	82	83
2019-03-05	55	92	100	0	60	76	88	55	92	0	100	74	37	79	76	100	74	76	82	69
2019-03-06	55	100	56	0	51	79	81	64	90	0	98	64	71	81	71	91	92	75	81	98
2019-03-07	63	90	73	40	56	80	88	22	82	0	99	73	55	100	61	97	87	82	81	98
2019-03-08	59	83	30	0	58	82	81	23	81	0	84	63	58	77	69	67	80	81	80	71
2019-03-11	50	89	15	0	59	85	85	22	94	49	86	67	81	93	63	85	93	81	83	89
2019-03-12	100	89	88	0	59	82	80	23	91	0	91	82	100	82	69	92	86	77	79	89
2019-03-13	14	84	44	0	47	78	83	68	80	49	76	84	68	72	77	79	81	78	81	71
2019-03-14	22	77	59	0	59	78	73	45	81	0	78	100	37	81	62	87	80	82	88	81
2019-03-15	29	72	45	41	44	79	65	34	89	50	81	77	63	65	44	66	76	80	80	95
2019-03-18	45	81	92	42	55	86	73	81	89	0	89	80	58	71	66	81	86	79	87	87
2019-03-19	35	83	59	20	57	85	85	57	94	49	93	77	68	92	71	88	93	78	89	87
2019-03-20	29	86	60	21	58	81	84	70	87	0	85	78	69	92	69	76	89	78	82	100
2019-03-21	51	79	30	0	56	79	74	69	83	0	84	82	45	85	56	91	94	76	84	75
2019-03-22	52	73	61	21	56	82	100	47	81	0	71	77	77	73	55	79	92	80	80	79
2019-03-25	14	83	30	41	70	84	95	58	91	0	81	61	31	73	75	93	75	83	77	84
2019-03-26	44	83	45	0	100	84	73	23	96	100	98	84	70	75	100	80	93	85	80	89
2019-03-27	45	80	46	21	55	84	86	24	86	0	94	74	39	83	84	87	100	83	83	79
2019-03-28	36	83	45	41	58	81	72	23	87	0	85	81	25	71	81	87	85	82	81	75
2019-03-29	74	69	30	0	59	83	80	12	100	0	75	85	84	80	61	82	92	79	90	77
2019-04-01	49	86	64	31	92	83	58	83	91	100	85	98	46	73	79	100	91	91	84	91
2019-04-02	34	89	65	0	93	86	54	17	95	51	80	73	48	74	76	88	90	87	85	90
2019-04-03	85	96	56	0	93	84	52	51	93	0	75	77	66	82	87	85	84	97	84	92
2019-04-04	42	94	38	32	100	85	51	84	98	0	87	75	53	74	86	87	86	91	90	100
2019-04-05	17	75	29	33	84	84	51	52	83	0	67	69	49	74	71	75	81	90	94	85
2019-04-08	42	86	19	0	93	81	56	67	89	51	85	81	47	79	68	84	76	87	81	67
2019-04-09	100	93	28	96	92	84	53	50	95	0	89	77	71	76	84	82	78	89	81	64
2019-04-10	68	95	9	33	88	81	55	51	93	51	81	65	84	84	93	94	78	93	89	79
2019-04-11	66	88	55	0	81	81	52	83	96	0	88	72	71	62	75	79	80	90	88	77
2019-04-12	60	83	48	33	67	86	51	69	91	0	79	67	19	56	66	69	92	86	87	82
2019-04-15	25	82	9	32	84	77	52	100	100	52	79	100	66	69	64	71	86	82	87	67
2019-04-16	42	92	0	98	77	84	57	52	94	0	77	88	43	96	64	83	84	89	86	91
2019-04-17	43	95	48	100	79	85	51	70	85	53	79	83	61	81	86	71	87	92	89	85
2019-04-18	60	80	29	0	87	81	59	35	100	0	75	75	18	64	56	76	79	93	87	84
2019-04-22	27	86	59	34	94	90	49	71	88	54	93	95	100	79	76	80	78	90	84	67
2019-04-23	43	100	9	33	86	86	52	69	94	0	100	95	97	83	83	89	93	87	87	80
2019-04-24	68	86	47	33	77	82	57	86	91	0	91	99	55	78	75	85	91	85	96	81
2019-04-25	59	92	28	65	80	84	55	86	96	0	87	70	48	86	84	73	100	89	91	72
2019-04-26	42	74	28	0	75	80	50	68	84	52	76	68	67	64	70	59	88	83	84	75
2019-04-29	66	89	65	64	96	83	50	17	92	51	85	94	48	74	100	86	80	91	85	75
2019-04-30	41	85	100	0	93	78	49	99	100	50	83	61	29	100	83	80	92	93	90	65
2019-05-01	68	94	56	20	72	82	41	32	86	0	100	74	55	99	88	98	77	89	78	58
2019-05-02	76	95	82	39	88	86	46	96	89	0	97	76	62	88	100	94	80	87	73	57
2019-05-03	69	78	57	41	68	83	43	33	81	0	75	80	57	72	75	96	88	97	84	68
2019-05-06	58	90	55	40	64	80	68	97	83	48	96	70	80	86	98	99	85	90	76	83
2019-05-07	86	100	18	20	71	82	65	16	91	0	88	72	71	76	96	100	85	90	80	72
2019-05-08	19	88	47	20	74	80	62	16	76	49	99	87	48	86	81	91	82	86	70	71
2019-05-09	67	93	56	0	69	84	59	32	80	0	99	77	88	96	70	92	82	88	74	77
2019-05-10	71	78	49	21	91	83	73	51	82	0	76	74	66	66	71	86	98	89	76	73
2019-05-13	40	100	48	0	72	84	100	100	82	0	92	78	74	90	80	83	100	89	80	100
2019-05-14	20	87	76	61	86	87	88	50	85	0	93	81	74	93	84	81	94	87	74	85
2019-05-15	40	90	67	21	72	86	61	83	84	100	89	85	16	93	78	86	84	89	75	71
2019-05-16	68	84	47	0	79	82	54	49	84	0	85	72	65	90	67	93	85	87	73	60
2019-05-17	40	80	39	0	63	85	49	17	79	0	75	74	75	75	56	75	83	86	80	61
2019-05-20	78	85	19	0	60	84	47	49	86	49	96	64	73	74	64	75	70	86	73	55
2019-05-21	20	90	57	0	75	83	45	0	89	0	91	89	48	94	69	62	76	90	78	59
2019-05-22	40	80	67	21	76	86	45	67	83	0	82	69	49	99	63	90	74	90	76	50
2019-05-23	100	86	58	0	76	85	57	51	83	0	73	82	100	77	64	63	80	86	78	58
2019-05-24	31	67	100	0	62	88	51	53	84	0	73	74	51	65	67	64	66	88	78	62
2019-05-28	40	81	39	0	80	83	43	0	82	0	86	79	57	94	64	57	62	85	80	56
2019-05-29	58	74	28	0	89	84	45	65	100	0	78	66	65	100	56	71	72	90	74	68
2019-05-30	10	80	38	0	100	86	46	50	91	49	82	90	80	92	62	75	75	89	71	62
2019-05-31	20	71	20	21	77	89	58	0	89	0	80	75	59	95	51	56	69	91	76	72
2019-06-03	33	96	53	0	74	83	96	0	91	0	66	78	60	100	86	94	75	48	87	70
2019-06-04	33	100	9	0	82	84	100	41	83	50	83	84	27	85	88	76	83	48	80	100
2019-06-05	33	95	53	0	67	83	87	40	84	0	68	77	55	89	86	77	94	48	85	79
2019-06-06	100	89	44	0	75	78	82	81	90	0	72	71	99	80	84	100	98	50	83	69
2019-06-07	46	86	37	0	62	86	87	63	87	0	65	74	57	80	75	65	100	48	89	86
2019-06-10	66	92	44	0	68	86	78	20	86	50	80	100	61	80	100	89	81	50	84	82
2019-06-11	22	79	18	82	80	80	78	62	83	100	83	85	17	97	85	93	99	50	78	77
2019-06-12	12	95	9	84	79	84	79	0	87	0	72	84	67	85	88	93	90	52	81	69
2019-06-13	45	81	53	82	79	97	67	0	86	0	71	86	100	67	93	67	89	48	80	78
2019-06-14	34	74	18	0	69	91	69	21	85	0	71	72	56	69	97	61	74	53	91	67
2019-06-17	67	80	9	0	65	87	73	41	89	0	74	88	33	76	88	80	89	60	85	43
2019-06-18	33	87	45	0	68	88	89	83	85	0	81	91	55	72	84	60	94	63	85	62
2019-06-19	33	89	35	0	70	84	88	20	94	0	85	87	82	76	92	62	98	68	84	82
2019-06-20	45	85	9	83	80	87	88	41	83	0	84	81	78	70	81	64	93	67	91	87
2019-06-21	23	88	37	0	65	89	98	21	82	0	75	76	57	70	84	55	93	64	100	72
2019-06-24	68	82	81	0	91	88	75	42	93	0	97	83	62	72	83	78	79	68	89	73
2019-06-25	57	85	100	83	80	83	80	84	90	0	100	79	45	85	91	75	89	70	90	72
2019-06-26	11	82	63	0	71	86	81	42	88	0	95	81	50	87	86	84	84	69	89	69
2019-06-27	34	87	72	0	62	84	73	41	100	0	91	80	39	69	63	61	84	67	89	59
2019-06-28	60	75	67	0	76	88	73	22	87	0	74	94	36	58	68	60	85	59	87	61
2019-07-01	13	81	49	0	56	92	63	80	87	47	77	100	62	80	72	100	79	73	87	93
2019-07-02	27	67	24	0	62	91	66	40	92	0	84	63	45	69	65	63	83	62	88	70
2019-07-03	54	69	37	43	44	87	100	20	89	0	81	57	17	67	64	73	75	80	82	63
2019-07-05	76	73	42	97	43	86	80	0	77	0	59	49	38	40	72	41	77	56	85	71
2019-07-08	26	86	60	84	51	88	57	19	91	0	79	64	55	76	78	74	82	100	83	62
2019-07-09	67	88	12	0	52	87	55	20	92	0	86	74	39	100	64	96	93	50	86	73
2019-07-10	53	100	49	0	58	87	61	20	94	0	90	65	56	58	78	53	86	49	84	91
2019-07-11	66	80	36	0	52	88	68	0	97	93	87	77	100	81	74	85	94	49	91	100
2019-07-12	55	75	88	0	53	90	71	40	88	0	76	55	46	79	100	76	96	46	87	79
2019-07-15	26	87	36	0	52	88	57	40	92	47	84	68	34	90	84	90	78	48	85	75
2019-07-16	26	71	49	0	63	91	61	20	100	0	93	67	61	69	71	79	85	46	88	67
2019-07-17	39	75	48	0	47	87	62	78	89	0	96	69	38	68	70	81	85	49	87	83
2019-07-18	13	75	74	0	44	88	57	60	96	0	100	75	23	82	65	75	78	48	90	69
2019-07-19	41	69	76	0	54	89	56	82	85	0	89	68	69	67	78	65	81	51	87	64
2019-07-22	54	95	25	0	52	89	52	100	92	0	85	61	34	68	84	77	91	51	94	91
2019-07-23	66	88	12	0	55	86	56	98	93	0	96	64	44	81	92	86	81	47	88	77
2019-07-24	28	84	13	45	60	89	49	21	91	0	91	65	76	69	63	65	92	49	89	82
2019-07-25	41	86	89	0	55	88	63	61	90	0	81	76	41	64	70	69	92	49	86	60
2019-07-26	100	69	39	46	52	88	57	21	89	100	80	61	12	72	49	72	86	50	89	71
2019-07-29	27	92	63	0	63	90	56	20	94	0	86	61	40	84	76	67	87	49	90	73
2019-07-30	41	82	100	86	48	92	49	20	96	0	85	61	17	83	93	91	80	47	81	72
2019-07-31	14	83	100	0	59	85	76	80	99	0	93	64	46	59	76	50	100	50	85	89
2019-08-01	28	88	28	0	71	88	38	37	100	0	88	60	74	62	90	48	75	80	85	66
2019-08-02	45	83	89	36	60	87	33	52	95	0	68	56	84	60	74	34	67	83	90	60
2019-08-05	14	88	14	68	70	84	76	12	97	49	61	75	81	64	78	44	84	79	91	98
2019-08-06	14	90	57	34	81	85	76	25	89	0	80	67	81	60	84	43	91	85	86	93
2019-08-07	72	87	100	34	68	87	50	38	88	98	78	73	100	75	81	40	74	88	91	87
2019-08-08	73	94	14	35	63	88	41	37	89	0	78	57	32	60	80	41	72	91	89	68
2019-08-09	15	81	43	34	70	86	32	100	92	100	77	59	25	68	71	38	59	96	94	64
2019-08-12	43	93	57	0	64	89	33	25	93	0	77	62	25	65	74	34	64	91	93	54
2019-08-13	70	90	69	0	70	86	41	36	95	49	80	73	49	70	74	54	74	91	91	68
2019-08-14	55	82	81	32	80	88	81	0	92	0	80	100	53	78	85	56	98	87	90	100
2019-08-15	28	90	56	33	76	86	100	12	97	0	71	62	85	82	84	68	100	92	85	93
2019-08-16	28	91	70	100	73	90	56	37	93	0	77	61	49	66	70	54	73	85	90	73
2019-08-19	68	93	54	0	64	88	42	12	98	0	74	76	41	66	81	66	68	83	82	58
2019-08-20	68	90	14	32	60	88	40	47	94	0	78	75	42	82	80	78	76	79	90	53
2019-08-21	55	89	55	0	67	83	35	36	85	0	80	65	36	76	88	72	72	79	87	56
2019-08-22	42	100	41	0	72	86	34	36	96	0	100	58	42	67	94	69	68	79	80	53
2019-08-23	69	71	41	33	67	88	58	36	86	0	82	67	36	65	97	72	69	82	89	56
2019-08-26	40	92	67	32	73	82	50	47	86	0	68	61	53	85	87	81	57	78	83	60
